Названия;Цена;Фото;Ссылка на товар
Смартфон Vivo V17 Nebula Blue;Цена:23 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2311_3.jpg;https://www.sulpak.kg/g/smartfon_vivo_v17_nebula_blue_77_2311
Смартфон Realme 8 Pro 6+ 6/128GB Black;Цена:29 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_3040_3_6.png;https://www.sulpak.kg/g/smartfon_realme_8_pro_6_128gb_black_77_3040
Смартфон Huawei Y9 Prime 2019 Midnight Black;Цена:20 940 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2292_1_1.jpg;https://www.sulpak.kg/g/smartfon_huawei_y9_prime_2019_midnight_black_77_2292
Смартфон Xiaomi Redmi Note 10S 6/128GB Ocean Blue;Цена:19 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2998_6_6.png;https://www.sulpak.kg/g/smartfon_xiaomi_redmi_note_10s_6128gb_ocean_blue_77_2998
Смартфон Samsung Galaxy S21 128GB White;Цена:75 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2785_2_1.jpg;https://www.sulpak.kg/g/smartfon_samsung__galaxy_s21_128gb_white_sm_g991bzwdskz_galaxy_s21_77_2785
Смартфон Samsung Galaxy S21 256GB Violet;Цена:79 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2788_0_1.jpg;https://www.sulpak.kg/g/smartfon_samsung__galaxy_s21_256gb_violet_sm_g991bzvgskz_galaxy_s21_77_2788
Смартфон Apple iPhone 13 128GB Midnight;Цена:95 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_3123_9_1.jpg;https://www.sulpak.kg/g/smartfon_apple_iphone_13_128gb_midnight_mlnw3rka
Смартфон Xiaomi Redmi 9T 4/128GB Twilight Blue;Цена:17 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2925_2_1.jpg;https://www.sulpak.kg/g/smartfon_xiaomi_redmi_9t_eu_4128gb_twilight_blue_77_2925
Смартфон Huawei Y5P Mint Green;Цена:11 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2474_0.jpg;https://www.sulpak.kg/g/smartfon_huawei_y5p_mint_green_dura_l29a_77_2474
Смартфон Vivo Y20 Obsidian Black;Цена:14 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2776_6_1.jpg;https://www.sulpak.kg/g/smartfon_vivo__y20_obsidian_black_y20_77_2776
Смартфон Samsung Galaxy A22 4/64GB White;Цена:19 900 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_3055_0_1.jpg;https://www.sulpak.kg/g/smarfon_samsung_sm_a225fzwdskz_galaxy_a22_64gb_77_3055
Смартфон Samsung Galaxy A12 4/64GB Red;Цена:14 900 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2810_8_1.jpg;https://www.sulpak.kg/g/smartfon_samsung__galaxy_a12_32gb_red_sm_a125fzrvskz_galaxy_a12_64gb_77_2810
Смартфон Poco X3 Pro 6/128GB Phantom Black;Цена:23 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2982_1_1.jpg;https://www.sulpak.kg/g/smartfon_poco_x3_pro_128gb_phantom_black_77_2982
Смартфон Apple iPhone SE 64GB 2020 White Slim Box;Цена:49 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2744_3_6.png;https://www.sulpak.kg/g/smartfon_apple_iphone_se_64gb_2020_white_slim_box_77_2744
Смартфон Samsung Galaxy A03s 3/32GB Black;Цена:11 900 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_3099_1_1.jpg;https://www.sulpak.kg/g/smartfon_samsung_galaxy_a03s_32gb_black_sm_a037fzkdskz
Смартфон Vivo Y31 4/128 GB Ocean Blue;Цена:19 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2829_6_1.jpg;https://www.sulpak.kg/g/smartfon_vivo_y31_ocean_blue_77_2829
Смартфон Samsung Galaxy S20 FE 6/128GB Cloud Mint;Цена:53 940 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2991_6_1.jpg;https://www.sulpak.kg/g/smartfon_samsung_galaxy_s20_fe_6128gb_cloud_mint_77_2991
Смартфон Poco M3 Pro 5G 6/128GB Power Black;Цена:23 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_3027_0_1.jpg;https://www.sulpak.kg/g/smartfon_poco__m3_pro_5g_6_128gb_power_black_m3_pro_77_3027
Смартфон Samsung Galaxy A12 4/64GB Black;Цена:15 900 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_3064_8_1.jpg;https://www.sulpak.kg/g/smartfon_samsung_galaxy_a12_64gb_black_sm_a127fzkvskz
Смартфон Huawei Y6 2019 32GB Amber Brown;Цена:9 940 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_1837_1_1.jpg;https://www.sulpak.kg/g/smartfon_huawei_y6_2019_mrd_lx1f_amber_brown
Смартфон Vivo Y12s Nebula Blue;Цена:12 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2676_2_6.png;https://www.sulpak.kg/g/smartfon_vivo_y12s_nebula_blue_77_2676
Смартфон Huawei Y6S 64GB Orchid Blue;Цена:13 940 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2321_0.png;https://www.sulpak.kg/g/smartfon_huawei_y6s_orchid_blue_jakarta_77_2321
Смартфон Huawei Y5P Midnight Black;Цена:11 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2472_11.jpg;https://www.sulpak.kg/g/smartfon_huawei_y5p_midnight_black_dura_l29a_77_2472
Смартфон Samsung Galaxy S21 128GB Pink;Цена:75 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2783_0_1.jpg;https://www.sulpak.kg/g/smartfon_samsung__galaxy_s21_128gb_pink_sm_g991bzidskz_galaxy_s21_77_2783
Смартфон ОРРО A15s Dynamic Black;Цена:16 990 сом;https://object.pscloud.io/cms/cms/Photo/img_0_77_2824_1_1.jpg;https://www.sulpak.kg/g/smartfon_orro_a15s_dynamic_black_77_2824
